-1584.0,-1826.0,0.0,0.0,0.0,0.05,0.1,-1360.0,-1826.0,0.0,0.0,0.0,0.05,0.1,-1584.0,-1642.0,0.0,0.0,0.0,0.05,0.1,-1360.0,-1642.0,0.0,0.0,0.0,0.05,0.1,1.0
-3000.0,354.0,0.0,0.0,0.0,1.0,0.0,-2832.0,354.0,0.0,0.0,0.0,0.2,0.24,-3000.0,2942.0,0.0,0.0,0.0,1.0,0.0,-2832.0,2942.0,0.0,0.0,0.0,0.98,0.01,1.0
-2832.0,1296.0,0.0,0.0,0.0,0.48,0.16,-2704.0,1296.0,0.0,0.0,0.0,0.2,0.24,-2832.0,2192.0,0.0,0.0,0.0,0.76,0.07,-2704.0,2192.0,0.0,0.0,0.0,0.2,0.24,1.0
-2704.0,1360.0,0.0,0.0,0.0,0.2,0.24,-2240.0,1360.0,0.0,0.0,0.0,0.2,0.24,-2704.0,2224.0,0.0,0.0,0.0,0.2,0.24,-2240.0,2224.0,0.0,0.0,0.0,0.2,0.24,1.0
-2240.0,1432.0,0.0,0.0,0.0,0.2,0.24,-2000.0,1432.0,0.0,0.0,0.0,0.2,0.24,-2240.0,2224.0,0.0,0.0,0.0,0.2,0.24,-2000.0,2224.0,0.0,0.0,0.0,0.2,0.24,1.0
-2064.0,1312.0,0.0,0.0,0.0,0.2,0.24,-2000.0,1312.0,0.0,0.0,0.0,0.2,0.24,-2064.0,1432.0,0.0,0.0,0.0,0.2,0.24,-2000.0,1432.0,0.0,0.0,0.0,0.2,0.24,1.0
-2000.0,1392.0,0.0,0.0,0.0,0.2,0.24,-1712.0,1392.0,0.0,0.0,0.0,0.39,0.39,-2000.0,1792.0,0.0,0.0,0.0,0.2,0.24,-1712.0,1792.0,0.0,0.0,0.0,0.2,0.24,1.0
-2000.0,1792.0,0.0,0.0,0.0,0.2,0.24,-1724.0,1792.0,0.0,0.0,0.0,0.2,0.24,-2000.0,2016.0,0.0,0.0,0.0,0.2,0.24,-1724.0,2016.0,0.0,0.0,0.0,0.2,0.24,1.0
-2000.0,2016.0,0.0,0.0,0.0,0.2,0.24,-1836.0,2016.0,0.0,0.0,0.0,0.2,0.24,-2000.0,2176.0,0.0,0.0,0.0,0.2,0.24,-1836.0,2176.0,0.0,0.0,0.0,0.2,0.24,1.0
-2000.0,2176.0,0.0,0.0,0.0,0.2,0.24,-1920.0,2176.0,0.0,0.0,0.0,0.2,0.24,-2000.0,2224.0,0.0,0.0,0.0,0.2,0.24,-1920.0,2224.0,0.0,0.0,0.0,0.2,0.24,1.0
-2208.0,2224.0,0.0,0.0,0.0,0.2,0.24,-2000.0,2224.0,0.0,0.0,0.0,0.2,0.24,-2208.0,2432.0,0.0,0.0,0.0,0.2,0.24,-2000.0,2432.0,0.0,0.0,0.0,0.2,0.24,1.0
