2555.46,2292.25,2.28,0.0
2559.08,2278.01,1.99,0.0
2563.53,2264.64,1.6,0.0
2569.44,2252.51,1.13,0.0
2576.08,2241.17,0.6,0.0
2583.81,2231.03,0.04,0.0
2592.07,2221.31,-0.54,0.0
2601.5,2212.3,-1.14,0.0
2611.11,2204.15,-1.69,0.0
2621.37,2196.12,-2.22,0.0
2632.07,2188.61,-2.69,0.0
2642.83,2181.28,-3.07,0.0
2653.72,2174.08,-3.36,0.0
2664.6,2167.05,-3.53,0.0
2676.09,2159.46,-3.58,0.0
2686.47,2152.52,-3.47,0.0
2696.85,2145.1,-3.23,0.0
2706.93,2137.56,-2.87,0.0
2716.7,2129.47,-2.41,0.0
2726.12,2120.9,-1.88,0.0
2735.05,2111.73,-1.29,0.0
2743.66,2101.79,-0.65,0.0
2751.43,2091.12,-0.01,0.0
2758.76,2079.43,0.65,0.0
2765.17,2066.97,1.28,0.0
2770.88,2053.57,1.87,0.0
2775.83,2038.72,2.41,0.0
2779.5,2023.02,2.86,0.0
2780.07,2020.26,2.92,0.0
2782.71,2005.75,3.23,0.0
2783.22,2000.04,3.3,0.0
2784.37,1986.93,3.47,0.0
2784.67,1977.39,3.52,0.0
2784.97,1969.79,3.57,0.0
2784.96,1964.88,3.58,0.0
2784.81,1961.89,3.58,0.0
2784.5,1959.03,3.58,0.0
2783.55,1955.25,3.58,0.0
2782.64,1952.6,3.58,0.0
2781.57,1948.93,3.58,0.0
2781.06,1945.7,3.58,0.0
2781.06,1943.62,3.58,0.0
2781.06,1927.39,3.62,0.0
2781.07,1914.79,4.15,0.0
2781.12,1913.49,4.26,0.0
2781.12,1899.2,5.49,0.0
2781.11,1886.07,6.89,0.0
2781.11,1873.26,8.17,0.0
2781.11,1864.88,8.92,0.0
2781.06,1853.28,9.59,0.0
2781.06,1844.58,9.82,0.0
2781.06,1834.93,9.82,0.0
2781.06,1825.23,9.82,0.0
2781.06,1816.16,9.82,0.0
2781.08,1808.86,9.82,0.0
2780.98,1799.0,9.82,0.0
2780.98,1788.71,9.82,0.0
2780.98,1777.33,9.82,0.0
2780.98,1768.52,9.82,1.0
2780.98,1758.13,9.82,0.0
2780.98,1743.79,9.82,0.0
2780.98,1734.83,9.82,0.0
2780.98,1728.13,9.82,0.0
2780.98,1722.6,9.82,0.0
2780.99,1718.28,9.82,0.0
2780.97,1716.03,9.82,0.0
2780.97,1711.37,9.82,0.0
2780.97,1707.28,9.82,0.0
2780.97,1703.6,9.82,0.0
2780.97,1700.0,9.82,0.0
2781.0,1696.28,9.82,0.0
2781.06,1690.78,9.82,0.0
2781.06,1685.65,9.82,0.0
2781.07,1680.0,9.82,0.0
2781.07,1674.8,9.82,0.0
2781.06,1670.01,9.82,0.0
2781.06,1666.37,9.82,0.0
2781.06,1661.24,9.82,0.0
2781.06,1658.69,9.82,0.0
2781.2,1654.48,9.82,0.0
